Region,Statistikområde,Alder,Kon,ContentsCode,Tid,value,stadsdelsomrade
0180R001_RegSO2025,0180R001 Abrahamsberg,0-4 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,0-4 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,0-4 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,0-4 år,totalt,Antal,2024,193,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,5-9 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,5-9 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,5-9 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,5-9 år,totalt,Antal,2024,166,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,10-14 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,10-14 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,10-14 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,10-14 år,totalt,Antal,2024,121,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,15-19 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,15-19 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,15-19 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,15-19 år,totalt,Antal,2024,154,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,20-24 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,20-24 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,20-24 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,20-24 år,totalt,Antal,2024,197,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,25-29 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,25-29 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,25-29 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,25-29 år,totalt,Antal,2024,312,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,30-34 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,30-34 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,30-34 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,30-34 år,totalt,Antal,2024,444,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,35-39 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,35-39 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,35-39 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,35-39 år,totalt,Antal,2024,304,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,40-44 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,40-44 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,40-44 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,40-44 år,totalt,Antal,2024,230,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,45-49 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,45-49 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,45-49 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,45-49 år,totalt,Antal,2024,219,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,50-54 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,50-54 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,50-54 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,50-54 år,totalt,Antal,2024,231,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,55-59 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,55-59 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,55-59 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,55-59 år,totalt,Antal,2024,207,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,60-64 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,60-64 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,60-64 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,60-64 år,totalt,Antal,2024,194,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,65-69 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,65-69 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,65-69 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,65-69 år,totalt,Antal,2024,159,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,70-74 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,70-74 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,70-74 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,70-74 år,totalt,Antal,2024,123,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,75-79 år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,75-79 år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,75-79 år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,75-79 år,totalt,Antal,2024,95,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,80- år,totalt,Antal,2021,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,80- år,totalt,Antal,2022,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,80- år,totalt,Antal,2023,0,Bromma
0180R001_RegSO2025,0180R001 Abrahamsberg,80- år,totalt,Antal,2024,139,Bromma
0180R002_RegSO2025,0180R002 Akalla,0-4 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,0-4 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,0-4 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,0-4 år,totalt,Antal,2024,587,
0180R002_RegSO2025,0180R002 Akalla,5-9 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,5-9 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,5-9 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,5-9 år,totalt,Antal,2024,551,
0180R002_RegSO2025,0180R002 Akalla,10-14 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,10-14 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,10-14 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,10-14 år,totalt,Antal,2024,540,
0180R002_RegSO2025,0180R002 Akalla,15-19 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,15-19 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,15-19 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,15-19 år,totalt,Antal,2024,465,
0180R002_RegSO2025,0180R002 Akalla,20-24 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,20-24 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,20-24 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,20-24 år,totalt,Antal,2024,488,
0180R002_RegSO2025,0180R002 Akalla,25-29 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,25-29 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,25-29 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,25-29 år,totalt,Antal,2024,649,
0180R002_RegSO2025,0180R002 Akalla,30-34 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,30-34 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,30-34 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,30-34 år,totalt,Antal,2024,786,
0180R002_RegSO2025,0180R002 Akalla,35-39 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,35-39 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,35-39 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,35-39 år,totalt,Antal,2024,842,
0180R002_RegSO2025,0180R002 Akalla,40-44 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,40-44 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,40-44 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,40-44 år,totalt,Antal,2024,805,
0180R002_RegSO2025,0180R002 Akalla,45-49 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,45-49 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,45-49 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,45-49 år,totalt,Antal,2024,609,
0180R002_RegSO2025,0180R002 Akalla,50-54 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,50-54 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,50-54 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,50-54 år,totalt,Antal,2024,533,
0180R002_RegSO2025,0180R002 Akalla,55-59 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,55-59 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,55-59 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,55-59 år,totalt,Antal,2024,504,
0180R002_RegSO2025,0180R002 Akalla,60-64 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,60-64 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,60-64 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,60-64 år,totalt,Antal,2024,449,
0180R002_RegSO2025,0180R002 Akalla,65-69 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,65-69 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,65-69 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,65-69 år,totalt,Antal,2024,457,
0180R002_RegSO2025,0180R002 Akalla,70-74 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,70-74 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,70-74 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,70-74 år,totalt,Antal,2024,453,
0180R002_RegSO2025,0180R002 Akalla,75-79 år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,75-79 år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,75-79 år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,75-79 år,totalt,Antal,2024,375,
0180R002_RegSO2025,0180R002 Akalla,80- år,totalt,Antal,2021,0,
0180R002_RegSO2025,0180R002 Akalla,80- år,totalt,Antal,2022,0,
0180R002_RegSO2025,0180R002 Akalla,80- år,totalt,Antal,2023,0,
0180R002_RegSO2025,0180R002 Akalla,80- år,totalt,Antal,2024,374,
0180R003_RegSO2025,0180R003 Alvik,0-4 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,0-4 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,0-4 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,0-4 år,totalt,Antal,2024,57,Bromma
0180R003_RegSO2025,0180R003 Alvik,5-9 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,5-9 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,5-9 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,5-9 år,totalt,Antal,2024,40,Bromma
0180R003_RegSO2025,0180R003 Alvik,10-14 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,10-14 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,10-14 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,10-14 år,totalt,Antal,2024,49,Bromma
0180R003_RegSO2025,0180R003 Alvik,15-19 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,15-19 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,15-19 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,15-19 år,totalt,Antal,2024,60,Bromma
0180R003_RegSO2025,0180R003 Alvik,20-24 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,20-24 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,20-24 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,20-24 år,totalt,Antal,2024,59,Bromma
0180R003_RegSO2025,0180R003 Alvik,25-29 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,25-29 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,25-29 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,25-29 år,totalt,Antal,2024,96,Bromma
0180R003_RegSO2025,0180R003 Alvik,30-34 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,30-34 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,30-34 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,30-34 år,totalt,Antal,2024,128,Bromma
0180R003_RegSO2025,0180R003 Alvik,35-39 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,35-39 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,35-39 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,35-39 år,totalt,Antal,2024,102,Bromma
0180R003_RegSO2025,0180R003 Alvik,40-44 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,40-44 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,40-44 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,40-44 år,totalt,Antal,2024,81,Bromma
0180R003_RegSO2025,0180R003 Alvik,45-49 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,45-49 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,45-49 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,45-49 år,totalt,Antal,2024,73,Bromma
0180R003_RegSO2025,0180R003 Alvik,50-54 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,50-54 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,50-54 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,50-54 år,totalt,Antal,2024,94,Bromma
0180R003_RegSO2025,0180R003 Alvik,55-59 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,55-59 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,55-59 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,55-59 år,totalt,Antal,2024,97,Bromma
0180R003_RegSO2025,0180R003 Alvik,60-64 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,60-64 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,60-64 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,60-64 år,totalt,Antal,2024,110,Bromma
0180R003_RegSO2025,0180R003 Alvik,65-69 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,65-69 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,65-69 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,65-69 år,totalt,Antal,2024,108,Bromma
0180R003_RegSO2025,0180R003 Alvik,70-74 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,70-74 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,70-74 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,70-74 år,totalt,Antal,2024,99,Bromma
0180R003_RegSO2025,0180R003 Alvik,75-79 år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,75-79 år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,75-79 år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,75-79 år,totalt,Antal,2024,114,Bromma
0180R003_RegSO2025,0180R003 Alvik,80- år,totalt,Antal,2021,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,80- år,totalt,Antal,2022,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,80- år,totalt,Antal,2023,0,Bromma
0180R003_RegSO2025,0180R003 Alvik,80- år,totalt,Antal,2024,121,Bromma
0180R004_RegSO2025,0180R004 Aspudden,0-4 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,0-4 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,0-4 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,0-4 år,totalt,Antal,2024,620,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,5-9 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,5-9 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,5-9 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,5-9 år,totalt,Antal,2024,391,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,10-14 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,10-14 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,10-14 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,10-14 år,totalt,Antal,2024,412,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,15-19 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,15-19 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,15-19 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,15-19 år,totalt,Antal,2024,390,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,20-24 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,20-24 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,20-24 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,20-24 år,totalt,Antal,2024,314,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,25-29 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,25-29 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,25-29 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,25-29 år,totalt,Antal,2024,626,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,30-34 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,30-34 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,30-34 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,30-34 år,totalt,Antal,2024,1153,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,35-39 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,35-39 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,35-39 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,35-39 år,totalt,Antal,2024,898,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,40-44 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,40-44 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,40-44 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,40-44 år,totalt,Antal,2024,728,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,45-49 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,45-49 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,45-49 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,45-49 år,totalt,Antal,2024,585,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,50-54 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,50-54 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,50-54 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,50-54 år,totalt,Antal,2024,572,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,55-59 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,55-59 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,55-59 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,55-59 år,totalt,Antal,2024,486,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,60-64 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,60-64 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,60-64 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,60-64 år,totalt,Antal,2024,492,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,65-69 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,65-69 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,65-69 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,65-69 år,totalt,Antal,2024,415,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,70-74 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,70-74 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,70-74 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,70-74 år,totalt,Antal,2024,369,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,75-79 år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,75-79 år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,75-79 år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,75-79 år,totalt,Antal,2024,279,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,80- år,totalt,Antal,2021,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,80- år,totalt,Antal,2022,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,80- år,totalt,Antal,2023,0,Hägersten-Älvsjö
0180R004_RegSO2025,0180R004 Aspudden,80- år,totalt,Antal,2024,205,Hägersten-Älvsjö
0180R005_RegSO2025,0180R005 Bagarmossen,0-4 år,totalt,Antal,2021,0,
0180R005_RegSO2025,0180R005 Bagarmossen,0-4 år,totalt,Antal,2022,0,
0180R005_RegSO2025,0180R005 Bagarmossen,0-4 år,totalt,Antal,2023,0,
0180R005_RegSO2025,0180R005 Bagarmossen,0-4 år,totalt,Antal,2024,643,
0180R005_RegSO2025,0180R005 Bagarmossen,5-9 år,totalt,Antal,2021,0,
0180R005_RegSO2025,0180R005 Bagarmossen,5-9 år,totalt,Antal,2022,0,
0180R005_RegSO2025,0180R005 Bagarmossen,5-9 år,totalt,Antal,2023,0,
0180R005_RegSO2025,0180R005 Bagarmossen,5-9 år,totalt,Antal,2024,712,
0180R005_RegSO2025,0180R005 Bagarmossen,10-14 år,totalt,Antal,2021,0,
0180R005_RegSO2025,0180R005 Bagarmossen,10-14 år,totalt,Antal,2022,0,
0180R005_RegSO2025,0180R005 Bagarmossen,10-14 år,totalt,Antal,2023,0,
0180R005_RegSO2025,0180R005 Bagarmossen,10-14 år,totalt,Antal,2024,697,
0180R005_RegSO2025,0180R005 Bagarmossen,15-19 år,totalt,Antal,2021,0,
0180R005_RegSO2025,0180R005 Bagarmossen,15-19 år,totalt,Antal,2022,0,
0180R005_RegSO2025,0180R005 Bagarmossen,15-19 år,totalt,Antal,2023,0,
0180R005_RegSO2025,0180R005 Bagarmossen,15-19 år,totalt,Antal,2024,641,
0180R005_RegSO2025,0180R005 Bagarmossen,20-24 år,totalt,Antal,2021,0,
0180R005_RegSO2025,0180R005 Bagarmossen,20-24 år,totalt,Antal,2022,0,
0180R005_RegSO2025,0180R005 Bagarmossen,20-24 år,totalt,Antal,2023,0,
