Region,Statistikområde,Alder,Kon,ContentsCode,Tid,value,stadsdelsomrade
0180R064_RegSO2025,0180R064 Nockeby,80- år,totalt,Antal,2021,0,Bromma
0180R064_RegSO2025,0180R064 Nockeby,80- år,totalt,Antal,2022,0,Bromma
0180R064_RegSO2025,0180R064 Nockeby,80- år,totalt,Antal,2023,0,Bromma
0180R064_RegSO2025,0180R064 Nockeby,80- år,totalt,Antal,2024,333,Bromma
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,0-4 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,0-4 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,0-4 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,0-4 år,totalt,Antal,2024,189,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,5-9 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,5-9 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,5-9 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,5-9 år,totalt,Antal,2024,276,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,10-14 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,10-14 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,10-14 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,10-14 år,totalt,Antal,2024,263,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,15-19 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,15-19 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,15-19 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,15-19 år,totalt,Antal,2024,277,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,20-24 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,20-24 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,20-24 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,20-24 år,totalt,Antal,2024,173,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,25-29 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,25-29 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,25-29 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,25-29 år,totalt,Antal,2024,131,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,30-34 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,30-34 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,30-34 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,30-34 år,totalt,Antal,2024,163,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,35-39 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,35-39 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,35-39 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,35-39 år,totalt,Antal,2024,243,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,40-44 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,40-44 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,40-44 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,40-44 år,totalt,Antal,2024,245,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,45-49 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,45-49 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,45-49 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,45-49 år,totalt,Antal,2024,257,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,50-54 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,50-54 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,50-54 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,50-54 år,totalt,Antal,2024,310,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,55-59 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,55-59 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,55-59 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,55-59 år,totalt,Antal,2024,258,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,60-64 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,60-64 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,60-64 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,60-64 år,totalt,Antal,2024,194,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,65-69 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,65-69 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,65-69 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,65-69 år,totalt,Antal,2024,167,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,70-74 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,70-74 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,70-74 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,70-74 år,totalt,Antal,2024,164,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,75-79 år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,75-79 år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,75-79 år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,75-79 år,totalt,Antal,2024,212,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,80- år,totalt,Antal,2021,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,80- år,totalt,Antal,2022,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,80- år,totalt,Antal,2023,0,
0180R065_RegSO2025,0180R065 Nockebyhov-Olovslund,80- år,totalt,Antal,2024,493,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,0-4 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,0-4 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,0-4 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,0-4 år,totalt,Antal,2024,270,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,5-9 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,5-9 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,5-9 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,5-9 år,totalt,Antal,2024,155,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,10-14 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,10-14 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,10-14 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,10-14 år,totalt,Antal,2024,167,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,15-19 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,15-19 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,15-19 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,15-19 år,totalt,Antal,2024,192,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,20-24 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,20-24 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,20-24 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,20-24 år,totalt,Antal,2024,229,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,25-29 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,25-29 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,25-29 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,25-29 år,totalt,Antal,2024,416,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,30-34 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,30-34 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,30-34 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,30-34 år,totalt,Antal,2024,510,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,35-39 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,35-39 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,35-39 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,35-39 år,totalt,Antal,2024,360,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,40-44 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,40-44 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,40-44 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,40-44 år,totalt,Antal,2024,293,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,45-49 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,45-49 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,45-49 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,45-49 år,totalt,Antal,2024,256,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,50-54 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,50-54 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,50-54 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,50-54 år,totalt,Antal,2024,308,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,55-59 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,55-59 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,55-59 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,55-59 år,totalt,Antal,2024,298,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,60-64 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,60-64 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,60-64 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,60-64 år,totalt,Antal,2024,254,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,65-69 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,65-69 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,65-69 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,65-69 år,totalt,Antal,2024,178,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,70-74 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,70-74 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,70-74 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,70-74 år,totalt,Antal,2024,168,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,75-79 år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,75-79 år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,75-79 år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,75-79 år,totalt,Antal,2024,166,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,80- år,totalt,Antal,2021,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,80- år,totalt,Antal,2022,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,80- år,totalt,Antal,2023,0,
0180R066_RegSO2025,0180R066 Norra Adolf Fredrik,80- år,totalt,Antal,2024,190,
0180R067_RegSO2025,0180R067 Norra Högalid,0-4 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,0-4 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,0-4 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,0-4 år,totalt,Antal,2024,597,
0180R067_RegSO2025,0180R067 Norra Högalid,5-9 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,5-9 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,5-9 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,5-9 år,totalt,Antal,2024,362,
0180R067_RegSO2025,0180R067 Norra Högalid,10-14 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,10-14 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,10-14 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,10-14 år,totalt,Antal,2024,365,
0180R067_RegSO2025,0180R067 Norra Högalid,15-19 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,15-19 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,15-19 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,15-19 år,totalt,Antal,2024,356,
0180R067_RegSO2025,0180R067 Norra Högalid,20-24 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,20-24 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,20-24 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,20-24 år,totalt,Antal,2024,655,
0180R067_RegSO2025,0180R067 Norra Högalid,25-29 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,25-29 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,25-29 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,25-29 år,totalt,Antal,2024,1563,
0180R067_RegSO2025,0180R067 Norra Högalid,30-34 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,30-34 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,30-34 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,30-34 år,totalt,Antal,2024,1855,
0180R067_RegSO2025,0180R067 Norra Högalid,35-39 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,35-39 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,35-39 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,35-39 år,totalt,Antal,2024,1254,
0180R067_RegSO2025,0180R067 Norra Högalid,40-44 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,40-44 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,40-44 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,40-44 år,totalt,Antal,2024,909,
0180R067_RegSO2025,0180R067 Norra Högalid,45-49 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,45-49 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,45-49 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,45-49 år,totalt,Antal,2024,827,
0180R067_RegSO2025,0180R067 Norra Högalid,50-54 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,50-54 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,50-54 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,50-54 år,totalt,Antal,2024,770,
0180R067_RegSO2025,0180R067 Norra Högalid,55-59 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,55-59 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,55-59 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,55-59 år,totalt,Antal,2024,836,
0180R067_RegSO2025,0180R067 Norra Högalid,60-64 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,60-64 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,60-64 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,60-64 år,totalt,Antal,2024,813,
0180R067_RegSO2025,0180R067 Norra Högalid,65-69 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,65-69 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,65-69 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,65-69 år,totalt,Antal,2024,667,
0180R067_RegSO2025,0180R067 Norra Högalid,70-74 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,70-74 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,70-74 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,70-74 år,totalt,Antal,2024,626,
0180R067_RegSO2025,0180R067 Norra Högalid,75-79 år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,75-79 år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,75-79 år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,75-79 år,totalt,Antal,2024,634,
0180R067_RegSO2025,0180R067 Norra Högalid,80- år,totalt,Antal,2021,0,
0180R067_RegSO2025,0180R067 Norra Högalid,80- år,totalt,Antal,2022,0,
0180R067_RegSO2025,0180R067 Norra Högalid,80- år,totalt,Antal,2023,0,
0180R067_RegSO2025,0180R067 Norra Högalid,80- år,totalt,Antal,2024,769,
0180R068_RegSO2025,0180R068 Norra Johannes,0-4 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,0-4 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,0-4 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,0-4 år,totalt,Antal,2024,522,
0180R068_RegSO2025,0180R068 Norra Johannes,5-9 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,5-9 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,5-9 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,5-9 år,totalt,Antal,2024,388,
0180R068_RegSO2025,0180R068 Norra Johannes,10-14 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,10-14 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,10-14 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,10-14 år,totalt,Antal,2024,392,
0180R068_RegSO2025,0180R068 Norra Johannes,15-19 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,15-19 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,15-19 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,15-19 år,totalt,Antal,2024,410,
0180R068_RegSO2025,0180R068 Norra Johannes,20-24 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,20-24 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,20-24 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,20-24 år,totalt,Antal,2024,478,
0180R068_RegSO2025,0180R068 Norra Johannes,25-29 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,25-29 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,25-29 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,25-29 år,totalt,Antal,2024,1067,
0180R068_RegSO2025,0180R068 Norra Johannes,30-34 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,30-34 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,30-34 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,30-34 år,totalt,Antal,2024,1289,
0180R068_RegSO2025,0180R068 Norra Johannes,35-39 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,35-39 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,35-39 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,35-39 år,totalt,Antal,2024,854,
0180R068_RegSO2025,0180R068 Norra Johannes,40-44 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,40-44 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,40-44 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,40-44 år,totalt,Antal,2024,606,
0180R068_RegSO2025,0180R068 Norra Johannes,45-49 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,45-49 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,45-49 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,45-49 år,totalt,Antal,2024,567,
0180R068_RegSO2025,0180R068 Norra Johannes,50-54 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,50-54 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,50-54 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,50-54 år,totalt,Antal,2024,593,
0180R068_RegSO2025,0180R068 Norra Johannes,55-59 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,55-59 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,55-59 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,55-59 år,totalt,Antal,2024,609,
0180R068_RegSO2025,0180R068 Norra Johannes,60-64 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,60-64 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,60-64 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,60-64 år,totalt,Antal,2024,588,
0180R068_RegSO2025,0180R068 Norra Johannes,65-69 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,65-69 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,65-69 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,65-69 år,totalt,Antal,2024,454,
0180R068_RegSO2025,0180R068 Norra Johannes,70-74 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,70-74 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,70-74 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,70-74 år,totalt,Antal,2024,417,
0180R068_RegSO2025,0180R068 Norra Johannes,75-79 år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,75-79 år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,75-79 år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,75-79 år,totalt,Antal,2024,423,
0180R068_RegSO2025,0180R068 Norra Johannes,80- år,totalt,Antal,2021,0,
0180R068_RegSO2025,0180R068 Norra Johannes,80- år,totalt,Antal,2022,0,
0180R068_RegSO2025,0180R068 Norra Johannes,80- år,totalt,Antal,2023,0,
0180R068_RegSO2025,0180R068 Norra Johannes,80- år,totalt,Antal,2024,522,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,0-4 år,totalt,Antal,2021,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,0-4 år,totalt,Antal,2022,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,0-4 år,totalt,Antal,2023,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,0-4 år,totalt,Antal,2024,335,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,5-9 år,totalt,Antal,2021,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,5-9 år,totalt,Antal,2022,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,5-9 år,totalt,Antal,2023,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,5-9 år,totalt,Antal,2024,474,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,10-14 år,totalt,Antal,2021,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,10-14 år,totalt,Antal,2022,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,10-14 år,totalt,Antal,2023,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,10-14 år,totalt,Antal,2024,508,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,15-19 år,totalt,Antal,2021,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,15-19 år,totalt,Antal,2022,0,
0180R069_RegSO2025,0180R069 Norra Skarpnäcks Gård,15-19 år,totalt,Antal,2023,0,
