gata,adress,stadsdel,parkeringsomrade,platstyp,taxa,ovrig_info,giltigt_fran,start_manad,slut_manad,start_dag,slut_dag,start_tid,slut_tid,veckodag,longitud,latitud,fordon,beslut,rdt_url
Stilgjutarvägen,Stilgjutarvägen 17 - 24,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.987448,59.300229,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Stilgjutarvägen,Stilgjutarvägen 17 - 24,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,måndag,17.987448,59.300229,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Stilgjutarvägen,Stilgjutarvägen 11 - 20,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.986937,59.300736,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Stilgjutarvägen,Stilgjutarvägen 11 - 20,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,måndag,17.986937,59.300736,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Västertorpsvägen,Bandyvägen 97 - Västertorpsvägen 17,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,5,10,16,31,,,,17.976621,59.291633,fordon,0180 2017-09224,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09224
Västertorpsvägen,Bandyvägen 97 - Västertorpsvägen 17,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,11,5,1,15,1600,800,måndag,17.976621,59.291633,fordon,0180 2017-09224,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09224
Västertorpsvägen,Västertorpsvägen 20A - 20F,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,5,10,16,31,,,,17.974412,59.290903,fordon,0180 2017-09224,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09224
Västertorpsvägen,Västertorpsvägen 20A - 20F,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,11,5,1,15,1600,800,måndag,17.974412,59.290903,fordon,0180 2017-09224,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09224
Västertorpsvägen,Västertorpsvägen 20F - Broddgränd 1,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,5,10,16,31,,,,17.973261,59.290671,fordon,0180 2017-09224,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09224
Stilgjutarvägen,Bäckvägen 141A - Stilgjutarvägen 14,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.986395,59.301227,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Stilgjutarvägen,Bäckvägen 141A - Stilgjutarvägen 14,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,måndag,17.986395,59.301227,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Stilgjutarvägen,Stilgjutarvägen 14,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.986562,59.301087,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Stilgjutarvägen,Stilgjutarvägen 14,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,måndag,17.986562,59.301087,fordon,0180 2017-09204,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09204
Storsvängen,Storsvängen 49 - 50,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-15T23:00:00Z,5,10,16,31,,,,17.963948,59.298224,fordon,0180 2017-09208,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09208
Storsvängen,Storsvängen 49 - 50,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-15T23:00:00Z,11,5,1,15,1600,800,måndag,17.963948,59.298224,fordon,0180 2017-09208,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09208
Storsvängen,Storsvängen 34 - 31,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-15T23:00:00Z,5,10,16,31,,,,17.964231,59.299719,fordon,0180 2017-09208,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09208
Storsvängen,Storsvängen 34 - 31,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-15T23:00:00Z,11,5,1,15,1600,800,måndag,17.964231,59.299719,fordon,0180 2017-09208,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09208
Storsvängen,Storsvängen 34 - 47A,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-15T23:00:00Z,5,10,16,31,,,,17.964197,59.299486,fordon,0180 2017-09208,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09208
Storsvängen,Storsvängen 34 - 47A,Hägersten,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-15T23:00:00Z,11,5,1,15,1600,800,måndag,17.964197,59.299486,fordon,0180 2017-09208,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09208
Västertorpsvägen,Västertorpsvägen 20F - Broddgränd 1,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid måndag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,11,5,1,15,1600,800,måndag,17.973261,59.290671,fordon,0180 2017-09224,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09224
Lotterivägen,Lotterivägen 18 - 51,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,5,10,16,31,,,,17.979714,59.297866,fordon,0180 2017-09879,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09879
Lotterivägen,Lotterivägen 18 - 51,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,11,5,1,15,1600,800,fredag,17.979714,59.297866,fordon,0180 2017-09879,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09879
Lotterivägen,Lotterivägen 10 - 18,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,5,10,16,31,,,,17.980976,59.297911,fordon,0180 2017-09879,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09879
Lotterivägen,Lotterivägen 10 - 18,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,11,5,1,15,1600,800,fredag,17.980976,59.297911,fordon,0180 2017-09879,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09879
Alviksvägen  Lokalgata,Västerled 2,Äppelviken,Bromma norra,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2018-01-31T23:00:00Z,,,,,,,,17.974105,59.329115,rörelsehindrade,0180 2017-10816,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=10816
Äppelviksvägen,Äppelviksvägen 4,Äppelviken,Bromma norra,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2018-01-31T23:00:00Z,,,,,,,,17.975711,59.328997,rörelsehindrade,0180 2017-10821,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=10821
Lotterivägen,Lotterivägen 4 - 8,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,5,10,16,31,,,,17.982092,59.297935,fordon,0180 2017-09879,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09879
Lotterivägen,Lotterivägen 4 - 8,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,11,5,1,15,1600,800,fredag,17.982092,59.297935,fordon,0180 2017-09879,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09879
Skidvägen,Skidvägen 1 - 12,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.973229,59.295189,fordon,0180 2017-09891,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09891
Skidvägen,Skidvägen 1 - 12,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid fredag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,fredag,17.973229,59.295189,fordon,0180 2017-09891,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09891
Valutavägen,Valutavägen 54 - 40,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,5,10,16,31,,,,17.979086,59.298731,fordon,0180 2017-09307,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09307
Valutavägen,Valutavägen 54 - 40,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-11T23:00:00Z,11,5,1,15,1600,800,tisdag,17.979086,59.298731,fordon,0180 2017-09307,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09307
Skridskovägen,Skridskovägen 10,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.976234,59.293275,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 10,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,torsdag,17.976234,59.293275,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 10 - 22,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.976207,59.293255,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 10 - 22,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,torsdag,17.976207,59.293255,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 22 - 30,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.974923,59.292452,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 22 - 30,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,torsdag,17.974923,59.292452,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 30,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.97412,59.292255,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Skridskovägen,Skridskovägen 30,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,torsdag,17.97412,59.292255,fordon,0180 2017-09661,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09661
Stilgjutarvägen,Stilgjutarvägen 2 - 1,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.985218,59.301722,fordon,0180 2017-09278,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09278
Stilgjutarvägen,Stilgjutarvägen 2 - 1,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,tisdag,17.985218,59.301722,fordon,0180 2017-09278,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09278
Kontovägen,Boktryckarvägen 32,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,5,10,16,31,,,,17.984329,59.300416,fordon,0180 2017-09367,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09367
Kontovägen,Boktryckarvägen 32,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,11,5,1,15,1600,800,onsdag,17.984329,59.300416,fordon,0180 2017-09367,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09367
Kontovägen,Bäckvägen 157 - Boktryckarvägen 32,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,5,10,16,31,,,,17.984014,59.300661,fordon,0180 2017-09367,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09367
Kontovägen,Bäckvägen 157 - Boktryckarvägen 32,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid onsdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,11,5,1,15,1600,800,onsdag,17.984014,59.300661,fordon,0180 2017-09367,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09367
Personnevägen,Personnevägen 91,Hägerstensåsen,Hägersten,P-avgift endast besök,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2018-01-11T23:00:00Z,,,,,,,,17.978214,59.293276,fordon,0180 2017-09966,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09966
Snöskostigen,Snöskostigen 3,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.972597,59.292886,fordon,0180 2017-09276,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09276
Gustavslundsvägen,Gustavslundsvägen 50,Alvik,Bromma norra,Reserverad p-plats rörelsehindrad,"taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",,2018-01-30T23:00:00Z,,,,,,,,17.980516,59.332726,rörelsehindrade,0180 2017-10904,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=10904
Snöskostigen,Snöskostigen 3,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,tisdag,17.972597,59.292886,fordon,0180 2017-09276,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09276
Snöskostigen,Snöskostigen 3 - 18,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,5,10,16,31,,,,17.972167,59.292802,fordon,0180 2017-09276,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09276
Snöskostigen,Snöskostigen 3 - 18,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-10T23:00:00Z,11,5,1,15,1600,800,tisdag,17.972167,59.292802,fordon,0180 2017-09276,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09276
Bokbindarvägen,Bokbindarvägen 70 - 86,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,5,10,16,31,,,,17.984987,59.301744,fordon,0180 2017-09242,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09242
Bjällervägen,Bjällervägen 38,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,5,10,16,31,,,,17.957738,59.290271,fordon,0180 2017-09321,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09321
Bjällervägen,Bjällervägen 38,Västertorp,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-14T23:00:00Z,11,5,1,15,1600,800,tisdag,17.957738,59.290271,fordon,0180 2017-09321,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09321
Bokbindarvägen,Bokbindarvägen 70 - 86,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid tisdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,11,5,1,15,1600,800,tisdag,17.984987,59.301744,fordon,0180 2017-09242,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09242
Bäckvägen,Bäckvägen 120 - 157,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,5,10,16,31,,,,17.985551,59.301289,fordon,0180 2017-09490,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09490
Bäckvägen,Bäckvägen 120 - 157,Hägerstensåsen,Hägersten,"P Avgift, boende","taxa 5: 5 kr/tim vardagar 7-19, Boende: 300 kr/månad eller 20 kr/dygn",Servicetid torsdag 08:00-16:00 1/11 - 15/5,2018-01-09T23:00:00Z,11,5,1,15,1600,800,torsdag,17.985551,59.301289,fordon,0180 2017-09490,https://rdt.transportstyrelsen.se/rdt/AF06_View.aspx?BeslutsMyndighetKod=0180&BeslutadAr=2017&LopNr=09490
