Statistik från Skolverket, https://www.skolverket.se

Grundskola - Antal elever per årskurs
Valt läsår: 2025/26

Skola;Skol-enhetskod;Skolkommun;Kommun-kod;Typ av huvudman;Huvudman;Huvudman orgnr;Elever, årskurs 1-9;Andel (%) flickor, årskurs 1-9;Andel (%) elever med utländsk bakgrund, åk 1-9;Andel (%) elever med föräldrar med eftergymnasial utb., åk 1-9;Elever, årskurs 1;Elever, årskurs 2;Elever, årskurs 3;Elever, årskurs 4;Elever, årskurs 5;Elever, årskurs 6;Elever, årskurs 7;Elever, årskurs 8;Elever, årskurs 9;Socioekonomisk områdestyp;
Landsbro skola 7-9;69564434;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;294;50,7;19,7;57,8;.;.;.;.;.;.;97;109;88;Socioekonomiskt blandade områden;
Landsbro skola f-6;60936284;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;136;49,3;22,8;40,4;18;18;24;27;20;29;.;.;.;Socioekonomiskt blandade områden;
Mogärdeskolan;87519348;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;223;47,1;72,2;40,4;41;36;44;29;35;38;.;.;.;Socioekonomiskt blandade områden;
Myresjö skola;95943499;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;88;55,7;22,7;39,8;22;10;7;16;10;23;.;.;.;Socioekonomiskt blandade områden;
Norrgårdsskolan;41197950;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;209;49,3;15,8;73,2;23;22;25;46;46;47;.;.;.;Socioekonomiskt blandade områden;
Nye skola;10555003;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;79;53,2;13,9;53,2;10;11;15;13;20;10;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ramkvilla skola;65268060;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;54;55,6;13,0;68,5;7;11;9;10;12;5;.;.;.;Socioekonomiskt blandade områden;
Tomaslundsskolan;19743050;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;260;46,9;31,2;59,2;46;43;47;40;39;45;.;.;.;Socioekonomiskt blandade områden;
Withalaskolan 1;98508777;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;421;47,5;33,5;48,7;.;.;.;.;.;.;74;171;176;Socioekonomiskt blandade områden;
Withalaskolan 2;37915996;Vetlanda;0685;Kommunal;Vetlanda kommun;2120000571;276;45,3;28,6;51,8;.;.;.;.;.;.;143;66;67;Socioekonomiskt blandade områden;
Strandskolan;45737019;Vilhelmina;2462;Enskild;Vilhelmina Fria Församling;8961005140;56;50,0;..;39,3;4;5;8;9;8;6;3;6;7;Områden med socioekonomiska utmaningar;
Ankaret;11811813;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;5;..;..;..;.;.;3;.;1;1;.;.;.;Områden med socioekonomiska utmaningar;
Dikanäs skola;16889382;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;20;45,0;..;35,0;4;2;2;2;2;1;3;1;3;Socioekonomiskt blandade områden;
Hembergsskolan 7-9;59758107;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;158;51,3;12,0;48,1;.;.;.;.;.;.;58;53;47;Socioekonomiskt blandade områden;
Saxnäs skola;79002691;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;24;75,0;..;75,0;2;4;2;.;5;3;3;.;5;Uppgift saknas;
Volgsjö skola 4-6;59819624;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;155;51,6;15,5;46,5;.;.;.;53;47;55;.;.;.;Socioekonomiskt blandade områden;
Volgsjö skola F-3;55174274;Vilhelmina;2462;Kommunal;Vilhelmina kommun;2120002601;137;51,1;15,3;47,4;44;40;52;1;.;.;.;.;.;Socioekonomiskt blandade områden;
Astrid Lindgrens skola 7-9;92620495;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;239;43,9;30,1;45,2;.;.;.;.;.;.;77;81;81;Områden med goda socioekonomiska förutsättningar;
Astrid Lindgrens skola F-6;93135189;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;252;50,8;40,9;49,6;43;34;45;42;49;39;.;.;.;Områden med goda socioekonomiska förutsättningar;
Djursdala skola;45902980;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;49;44,9;..;61,2;5;10;7;9;11;7;.;.;.;Socioekonomiskt blandade områden;
Frödinge skola;80984180;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;76;59,2;..;46,1;12;11;13;16;14;10;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rumskulla skola;75928706;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;20;65,0;..;45,0;2;3;6;3;6;.;.;.;.;Uppgift saknas;
Storebro skola;47014605;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;81;54,3;28,4;37,0;15;18;11;11;12;14;.;.;.;Uppgift saknas;
Södra Vi skola;22086495;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;100;43,0;9,0;58,0;22;12;19;13;14;20;.;.;.;Socioekonomiskt blandade områden;
Tuna skola;55847773;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;35;60,0;17,1;42,9;7;6;5;4;6;7;.;.;.;Uppgift saknas;
Vimarskolan 7-9;39345593;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;274;45,6;13,9;58,8;.;.;.;.;.;.;101;88;85;Områden med goda socioekonomiska förutsättningar;
Vimarskolan F-6;56813816;Vimmerby;0884;Kommunal;Vimmerby kommun;2120000787;403;49,1;13,6;58,3;62;64;70;66;74;67;.;.;.;Områden med goda socioekonomiska förutsättningar;
Granö småbarnsskola;19012030;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;7;~100;..;..;4;.;3;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hällnäs skola;15359609;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;40;47,5;20,0;52,5;6;9;5;6;5;9;.;.;.;Områden med goda socioekonomiska förutsättningar;
Renforsskolan;74352559;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;186;49,5;10,8;51,1;.;.;.;.;.;.;55;74;57;Socioekonomiskt blandade områden;
Tvärålunds skola;65981831;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;45;48,9;..;75,6;5;6;6;12;8;8;.;.;.;Områden med goda socioekonomiska förutsättningar;
Älvbrinkens skola;63863363;Vindeln;2404;Kommunal;Vindelns kommun;2120002544;250;47,6;13,2;54,8;39;34;52;41;37;47;.;.;.;Socioekonomiskt blandade områden;
Högsjö skola;30505826;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;27;44,4;..;29,6;4;3;5;3;7;5;.;.;.;Områden med stora socioekonomiska utmaningar;
Marmorbyns skola;24762802;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;85;48,2;7,1;55,3;16;12;13;15;20;9;.;.;.;Uppgift saknas;
Slottsskolan 7-9;52426554;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;211;47,4;27,5;39,8;.;.;.;.;.;.;74;66;71;Socioekonomiskt blandade områden;
Slottsskolan F-6;52280658;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;213;46,0;13,6;43,2;32;35;38;27;52;29;.;.;.;Uppgift saknas;
Sävstaskolan;18900112;Vingåker;0428;Kommunal;Vingåkers kommun;2120000308;235;46,8;30,2;47,2;49;42;35;29;34;46;.;.;.;Uppgift saknas;
Österåkersbygdens Friskola;37464454;Vingåker;0428;Enskild;Österåkersbygdens Friskoleförening;8024509500;35;54,3;..;60,0;7;4;10;6;4;4;.;.;.;Uppgift saknas;
Asklanda skola;75974498;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;58;43,1;..;75,9;11;12;5;14;7;9;.;.;.;Uppgift saknas;
Fridhemskolan;29725783;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;198;41,4;20,2;51,0;40;34;40;25;32;27;.;.;.;Områden med goda socioekonomiska förutsättningar;
Gullhögskolan;84179524;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;405;48,1;20,2;58,3;.;.;.;.;.;.;129;134;142;Områden med socioekonomiska utmaningar;
Hols skola;50494263;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;123;44,7;4,9;56,1;16;27;19;21;21;19;.;.;.;Områden med goda socioekonomiska förutsättningar;
Lena skola;13436901;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;140;46,4;3,6;55,0;18;32;24;26;22;18;.;.;.;Uppgift saknas;
Lindbladskolan;66145001;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;396;46,0;36,1;51,5;66;59;70;71;73;57;.;.;.;Områden med goda socioekonomiska förutsättningar;
Nårunga skola;92287124;Vårgårda;1442;Kommunal;Vårgårda kommun;2120001454;96;52,1;..;75,0;15;14;22;13;24;8;.;.;.;Områden med goda socioekonomiska förutsättningar;
Fridaskolan, Vänersborg;10982633;Vänersborg;1487;Enskild;Fridaskolorna AB;5564515988;510;47,1;18,6;73,7;52;52;32;52;52;52;72;71;75;Socioekonomiskt blandade områden;
Blåsut skola;11648934;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;139;49,6;7,2;85,6;20;26;23;26;19;25;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Brålanda skola 4-6;62320503;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;89;51,7;18,0;58,4;.;.;.;30;33;26;.;.;.;Socioekonomiskt blandade områden;
Brålanda skola F-3;34594542;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;70;47,1;15,7;57,1;24;24;22;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Dalboskolan;93140467;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;208;47,6;10,6;59,6;.;.;.;.;.;.;68;73;67;Områden med goda socioekonomiska förutsättningar;
Frändeskolan;26412678;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;172;56,4;6,4;59,3;28;27;16;37;33;31;.;.;.;Områden med goda socioekonomiska förutsättningar;
Granås skola 4-6;48319683;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;127;44,9;7,1;67,7;.;.;.;41;46;40;.;.;.;Områden med goda socioekonomiska förutsättningar;
Granås skola F-3;25729428;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;138;58,7;..;68,1;47;47;44;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Holmängenskolan 4-6;64688806;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;118;58,5;43,2;56,8;.;.;.;48;36;34;.;.;.;Socioekonomiskt blandade områden;
Holmängenskolan F-3;94492012;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;129;42,6;46,5;51,2;48;39;42;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Mariedalskolan 4-6;15185546;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;194;47,9;49,0;53,6;.;.;.;63;62;69;.;.;.;Socioekonomiskt blandade områden;
Mariedalskolan F-3;46319044;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;185;45,9;33,0;60,0;67;65;53;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Mulltorp skola 4-6;47721692;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;24;50,0;..;~100;.;.;.;9;7;8;.;.;.;Områden med goda socioekonomiska förutsättningar;
Mulltorp skola F-3;26068352;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;16;50,0;..;62,5;6;7;3;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Onsjöskolan 4-6;31605302;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;126;46,8;19,8;65,9;.;.;.;39;43;44;.;.;.;Områden med goda socioekonomiska förutsättningar;
Onsjöskolan F-3;77512067;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;132;48,5;18,9;69,7;45;39;48;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rånnums skola 4-6;15512028;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;75;45,3;8,0;44,0;.;.;.;18;20;37;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rånnums skola F-3;21541732;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;59;54,2;28,8;61,0;22;16;21;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rösebo skola;45249416;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;13;46,2;..;61,5;1;8;4;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Silvertärnan Väster;77794757;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;192;44,3;38,5;50,5;.;.;.;.;.;.;1;128;63;Områden med stora socioekonomiska utmaningar;
Silvertärnan Öster;32017880;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;167;55,7;54,5;42,5;.;.;.;.;.;.;102;.;65;Områden med stora socioekonomiska utmaningar;
Skerruds skola 4-6;55443968;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;21;52,4;..;66,7;.;.;.;5;5;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Skerruds skola F-3;13511202;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;24;50,0;..;45,8;10;8;6;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Torpaskolan Norr;58654483;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;135;49,6;14,8;65,2;.;.;.;.;.;.;.;.;135;Områden med goda socioekonomiska förutsättningar;
Torpaskolan Söder;69372123;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;220;50,9;32,3;60,0;.;.;.;.;.;.;107;113;.;Områden med goda socioekonomiska förutsättningar;
Tärnan 4-6;39195556;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;137;52,6;87,6;26,3;.;.;.;48;52;37;.;.;.;Områden med stora socioekonomiska utmaningar;
Tärnan F-3;47331235;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;124;54,8;76,6;24,2;44;38;42;.;.;.;.;.;.;Områden med stora socioekonomiska utmaningar;
Vänerparkens skola 1;55989938;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;90;48,9;21,1;71,1;.;.;.;.;.;.;3;83;4;Områden med goda socioekonomiska förutsättningar;
Vänerparkens skola 2;84843919;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;162;53,7;20,4;72,8;.;.;.;.;.;.;78;.;84;Områden med goda socioekonomiska förutsättningar;
Öxnered skola 4-6;34017520;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;138;55,1;8,7;82,6;.;.;.;43;52;43;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Öxnered skola F-3;92050682;Vänersborg;1487;Kommunal;Vänersborgs kommun;2120001538;156;48,1;4,5;73,1;46;47;63;.;.;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Vänersnäs skola;60726203;Vänersborg;1487;Enskild;Vänersnäs skola AB;5564698545;32;46,9;..;84,4;3;5;3;4;10;7;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hällfors friskola;53454010;Vännäs;2460;Enskild;Hällforshedens Friskola Ekonomisk Förening;7696017008;40;47,5;..;55,0;8;7;4;6;8;7;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hammarskolan AB;94348319;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;166;49,4;12,7;65,7;.;.;.;.;.;.;56;55;55;Socioekonomiskt blandade områden;
Hammarskolan CD;90298777;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;167;48,5;9,6;62,3;.;.;.;.;.;.;55;53;59;Socioekonomiskt blandade områden;
Vegaskolan 1-3;41349431;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;219;49,3;12,3;59,4;77;67;75;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Vegaskolan 4-6;21744076;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;194;48,5;9,8;57,7;.;.;.;52;69;73;.;.;.;Socioekonomiskt blandade områden;
Vännäsby skola 3-6;15358070;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;194;42,3;3,1;70,1;.;.;47;59;47;41;.;.;.;Områden med goda socioekonomiska förutsättningar;
Vännäsby skola F-2;71858612;Vännäs;2460;Kommunal;Vännäs kommun;2120002841;98;52,0;..;72,4;47;51;.;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Antistilla skola;67926479;Värmdö;0120;Enskild;Antistilla AB;5566229851;17;52,9;..;~100;9;6;2;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Grantomta Montessoriskola;63682476;Värmdö;0120;Enskild;Grantomta Montessoristiftelse;8140009518;156;50,6;9,0;79,5;33;35;32;28;28;.;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Internationella Engelska Skolan Värmdö;62569730;Värmdö;0120;Enskild;Internationella Engelska Skolan i Sverige AB;5564624368;553;51,7;8,9;87,2;56;56;56;64;64;64;64;64;65;Områden med goda socioekonomiska förutsättningar;
Lemshagastiftelsen;11364996;Värmdö;0120;Enskild;Lemshagastiftelsen;8024007075;425;49,9;2,6;83,5;40;41;39;49;51;52;52;54;47;Områden med goda socioekonomiska förutsättningar;
Skolan LÄR;87412084;Värmdö;0120;Enskild;Lär i Värmdö AB;5565934279;102;42,2;10,8;83,3;22;37;43;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Brunns skola;42434583;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;479;43,6;11,7;66,8;30;37;38;53;75;74;51;61;60;Uppgift saknas;
Djurö skola;18053776;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;286;45,1;15,7;54,9;29;37;34;32;36;31;27;24;36;Områden med goda socioekonomiska förutsättningar;
Ekedalsskolan;94600352;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;373;52,5;12,1;76,1;77;81;80;58;77;.;.;.;.;Uppgift saknas;
Fågelvik skola;25090415;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;128;46,9;14,1;71,9;49;30;49;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hemmestaskolan;24561769;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;589;46,5;20,0;59,8;48;36;53;57;46;68;86;117;78;Områden med goda socioekonomiska förutsättningar;
Kvarnbergsskolan;97402564;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;457;49,5;11,6;71,8;.;.;.;.;.;89;123;116;129;Områden med goda socioekonomiska förutsättningar;
Kyrkskolan;70803136;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;120;45,8;10,0;75,0;24;24;25;24;13;10;.;.;.;Uppgift saknas;
Munkmoraskolan;47705565;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;65;43,1;33,8;61,5;27;18;20;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Runmarö skola;34946479;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;6;~100;..;~100;.;1;3;.;2;.;.;.;.;Uppgift saknas;
Svartsö skola;70481988;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;16;..;..;31,3;4;5;2;3;2;.;.;.;.;Uppgift saknas;
Viks skola;94902263;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;442;45,2;6,8;77,6;73;71;92;75;83;48;.;.;.;Områden med mycket goda socioekonomiska förutsättningar;
Ösbyskolan;88283203;Värmdö;0120;Kommunal;Värmdö kommun;2120000035;629;46,4;10,0;74,2;46;54;72;87;69;89;82;57;73;Områden med mycket goda socioekonomiska förutsättningar;
Apladalsskolan;40576389;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;444;47,5;37,6;55,0;.;.;.;.;.;.;158;127;159;Uppgift saknas;
Borbackaskolan;90000574;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;128;51,6;14,8;56,3;27;17;22;23;17;22;.;.;.;Områden med goda socioekonomiska förutsättningar;
Bors skola;68702432;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;181;48,6;19,3;48,6;.;.;.;.;.;.;57;60;64;Områden med goda socioekonomiska förutsättningar;
Bredaryds skola;73914410;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;146;49,3;22,6;55,5;37;22;21;26;23;17;.;.;.;Socioekonomiskt blandade områden;
Enehagens skola;16778059;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;255;49,8;31,0;60,4;42;46;31;47;46;43;.;.;.;Områden med goda socioekonomiska förutsättningar;
Exposkolan;41604381;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;260;50,0;46,5;56,2;.;.;.;90;88;82;.;.;.;Socioekonomiskt blandade områden;
Forshedaskolan;23192281;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;197;52,3;13,7;50,3;.;.;.;.;.;.;69;66;62;Socioekonomiskt blandade områden;
Fryele skola;19228578;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;44;43,2;..;63,6;6;7;5;9;7;10;.;.;.;Uppgift saknas;
Gröndalsskolan;41729877;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;445;46,3;33,5;62,9;.;.;.;.;.;.;146;152;147;Uppgift saknas;
Gällaryds skola;54519463;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;44;43,2;..;68,2;9;7;6;5;7;10;.;.;.;Uppgift saknas;
Hanahöjskolan;63642579;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;153;47,1;18,3;51,0;28;27;26;18;29;25;.;.;.;Socioekonomiskt blandade områden;
Horda skola;84123958;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;69;39,1;27,5;62,3;10;17;12;13;9;8;.;.;.;Områden med goda socioekonomiska förutsättningar;
Hånger skola;54642333;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;43;55,8;..;69,8;3;6;7;9;8;10;.;.;.;Områden med goda socioekonomiska förutsättningar;
Kärda skola;95736970;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;42;35,7;11,9;61,9;7;7;10;4;8;6;.;.;.;Områden med goda socioekonomiska förutsättningar;
Mossleskolan;59015476;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;197;51,3;36,0;64,0;67;69;61;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Rydaholms skola;13114568;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;139;55,4;23,7;46,0;23;18;25;21;28;24;.;.;.;Områden med socioekonomiska utmaningar;
Rörstorpsskolan;70738456;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;250;47,2;44,0;55,6;88;88;74;.;.;.;.;.;.;Uppgift saknas;
Trälleborg;90809860;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;429;47,6;33,6;65,7;.;.;.;139;148;142;.;.;.;Socioekonomiskt blandade områden;
Tånnö skola;86230955;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;19;42,1;..;73,7;4;8;7;.;.;.;.;.;.;Områden med goda socioekonomiska förutsättningar;
Västhorjaskolan;99037002;Värnamo;0683;Kommunal;Värnamo kommun;2120000555;223;45,7;30,9;68,2;65;78;80;.;.;.;.;.;.;Socioekonomiskt blandade områden;
Gamlebyvikens friskola;80536102;Västervik;0883;Enskild;Josua Education AB;5590945852;75;54,7;24,0;72,0;1;19;9;9;7;8;6;6;10;Socioekonomiskt blandade områden;
Alphaskolan;25749057;Västervik;0883;Enskild;Kunskapsnavet AB;5565121570;151;53,6;14,6;74,8;.;.;.;.;.;.;52;9;90;Områden med goda socioekonomiska förutsättningar;
Ankarsrums skola 7-9;72904597;Västervik;0883;Kommunal;Västerviks kommun;2120000779;113;42,5;12,4;48,7;.;.;.;.;.;.;40;36;37;Socioekonomiskt blandade områden;
Ankarsrums skola F-6;17348981;Västervik;0883;Kommunal;Västerviks kommun;2120000779;113;38,9;13,3;44,2;15;20;22;20;19;17;.;.;.;Socioekonomiskt blandade områden;
Blackstad skola;70475635;Västervik;0883;Kommunal;Västerviks kommun;2120000779;52;40,4;..;57,7;5;10;7;9;6;15;.;.;.;Områden med goda socioekonomiska förutsättningar;
Breviksskolan;40704885;Västervik;0883;Kommunal;Västerviks kommun;2120000779;188;45,2;7,4;72,3;27;28;31;37;39;26;.;.;.;Områden med goda socioekonomiska förutsättningar;
Ellen Keyskolan;27459423;Västervik;0883;Kommunal;Västerviks kommun;2120000779;407;47,9;16,0;69,8;.;.;.;.;.;.;137;140;130;Områden med goda socioekonomiska förutsättningar;
Fågelbärets skola;94635762;Västervik;0883;Kommunal;Västerviks kommun;2120000779;287;52,3;23,3;56,8;50;42;45;50;49;51;.;.;.;Områden med goda socioekonomiska förutsättningar;
Gunnebo skola;42944182;Västervik;0883;Kommunal;Västerviks kommun;2120000779;104;56,7;29,8;51,0;21;13;13;18;19;20;.;.;.;Områden med socioekonomiska utmaningar;
Himalajaskolan;75340680;Västervik;0883;Kommunal;Västerviks kommun;2120000779;68;52,9;13,2;57,4;13;13;11;8;12;11;.;.;.;Områden med goda socioekonomiska förutsättningar;
Lidhemsskolan;62384613;Västervik;0883;Kommunal;Västerviks kommun;2120000779;211;55,5;35,5;54,5;48;26;26;43;40;28;.;.;.;Socioekonomiskt blandade områden;
Ljungbergaskolan;68921844;Västervik;0883;Kommunal;Västerviks kommun;2120000779;146;58,2;6,2;70,5;30;18;21;24;25;28;.;.;.;Områden med goda socioekonomiska förutsättningar;
Loftahammars skola;23843784;Västervik;0883;Kommunal;Västerviks kommun;2120000779;39;41,0;20,5;79,5;9;4;4;3;7;12;.;.;.;Socioekonomiskt blandade områden;
Ludvigsborgsskolan;16547623;Västervik;0883;Kommunal;Västerviks kommun;2120000779;283;43,5;36,4;53,4;.;.;.;.;.;.;86;85;112;Socioekonomiskt blandade områden;
